일자,작품명,합계
2023-06-25,[2023발레축제_특별초청]광주시립발레단_돈키호테,588
2023-06-25,앙상블 드 로즈마리 정기공연,85
2023-06-25,김정은 & 김소연 초청 피아노 듀오 리사이틀,68
2023-06-25,김정기 호른 독주회,40
2023-06-25,듀오비비드의 Histoire de la musique 음악의 역사,271
2023-06-27,루체른 심포니 & 아우구스틴 하델리히,1619
2023-06-27,김호정 첼로 독주회,145
2023-06-27,한지수 피콜로 독주회,41
2023-06-27,김형찬 바순 독주회,59
2023-06-28,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅰ,1023
2023-06-28,최재희 클라리넷 콘체르토 리사이틀,60
2023-06-28,박연민 피아노 독주회 ‘Lisztomania’,202
2023-06-29,다니엘 오텐자머의 클라리넷 트리오 ‘Anthology`,326
2023-06-29,한화생명과 함께하는 예술의전당 11시 콘서트(6월),1681
2023-06-29,임지희 바이올린 독주회,101
2023-06-30,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅱ,874
2023-06-30,송지원 바이올린 리사이틀 '문학의 멜로디',233
2023-06-30,문미선 피아노 독주회,65
2023-06-30,김응수 바이올린 독주회,293
2023-07-01,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅲ,973
2023-07-01,오페라가 들리는 48시간 이탈리아 여행,547
2023-07-01,김성훈 피아노 독주회,201
2023-07-01,국립발레단_KNB Movement Series 8,469
2023-07-01,서명현 피아노 독주회,171
2023-07-01,이주혜 피아노 독주회,75
2023-07-01,이시윤 바로크 바이올린 귀국 독주회,203
2023-07-02,루체른 심포니 & 임윤찬,2349
2023-07-02,국성화 플루트 독주회,58
2023-07-02,국립발레단_KNB Movement Series 8,513
2023-07-02,코리안 트롬본 콰이어 `STS After Concert`,166
2023-07-02,권주희 피아노 독주회,55
2023-07-02,트리오 메리디오의 낭만에 대하여,186
2023-07-04,나채원 플루트 독주회,135
2023-07-04,조성진 피아노 리사이틀 (4일),2008
2023-07-04,전재성 바이올린 독주회,88
2023-07-04,CMS ROUND TABLE,42
2023-07-05,조성진 피아노 리사이틀 (5일),2037
2023-07-05,홍청의 반주 리사이틀,153
2023-07-05,송송첼로 뮤직스토리 with 첼리스트 송희송,173
2023-07-05,이지선 피아노 독주회,67
2023-07-06,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅳ,914
2023-07-06,최수열의 밤 9시 즈음에,220
2023-07-06,타악듀오 모아티에 열두 번째 프로젝트,165
2023-07-07,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅴ,1066
2023-07-07,Rachmaninoff Series - 피아니스트 선율&배재성,85
2023-07-07,한여진 플루트 리사이틀,281
2023-07-07,"강재훈 트리오 ""Gershwin Songbook""",225
2023-07-08,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅵ,1886
2023-07-08,이마리솔 바이올린 독주회,122
2023-07-08,피아니스트 백명진의 소나타,132
2023-07-08,서울 아카데미 앙상블 제94회 정기연주회,463
2023-07-08,김유빈 플루트 리사이틀 `Coronation`,93
2023-07-08,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",109
2023-07-08,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",119
2023-07-08,윤유진 피아노 독주회,194
2023-07-09,루돌프 부흐빈더 베토벤 피아노 소나타 전곡 Ⅶ,1504
2023-07-09,이현주 플루트 독주회,76
2023-07-09,피아니스트 정민정의 Piano Puzzle Ver. 8 :  Transfomation,168
2023-07-09,아베끄 스트링 콰르텟 제9회 정기연주회,179
2023-07-09,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",62
2023-07-09,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",48
2023-07-09,이수연 바순 독주회,81
2023-07-11,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",102
2023-07-12,뮤지컬 <그날들> 10주년 기념 공연,957
2023-07-12,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",93
2023-07-13,창작발레 <레 미제라블>,395
2023-07-13,뮤지컬 <그날들> 10주년 기념 공연,450
2023-07-13,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",98
2023-07-13,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",97
2023-07-14,창작발레 <레 미제라블>,490
2023-07-14,뮤지컬 <그날들> 10주년 기념 공연,666
2023-07-14,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",86
2023-07-15,창작발레 <레 미제라블>,497
2023-07-15,창작발레 <레 미제라블>,471
2023-07-15,뮤지컬 <그날들> 10주년 기념 공연,643
2023-07-15,뮤지컬 <그날들> 10주년 기념 공연,805
2023-07-15,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",129
2023-07-15,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",158
2023-07-15,예술의전당 SAC TOUR_ 7/15(토),0
2023-07-16,창작발레 <레 미제라블>,614
2023-07-16,뮤지컬 <그날들> 10주년 기념 공연,675
2023-07-16,뮤지컬 <그날들> 10주년 기념 공연,735
2023-07-16,"제21회 한국소극장오페라축제 (봄봄, 버섯피자, 푸푸게노! 똥 밟았네?)",111
2023-07-18,뮤지컬 <그날들> 10주년 기념 공연,720
2023-07-19,뮤지컬 <그날들> 10주년 기념 공연,441
2023-07-19,뮤지컬 <그날들> 10주년 기념 공연,587
2023-07-20,뮤지컬 <그날들> 10주년 기념 공연,691
2023-07-21,뮤지컬 <그날들> 10주년 기념 공연,667
2023-07-22,뮤지컬 <그날들> 10주년 기념 공연,834
2023-07-22,뮤지컬 <그날들> 10주년 기념 공연,783
2023-07-22,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,185
2023-07-22,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,197
2023-07-22,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,187
2023-07-22,예술의전당 SAC TOUR_ 7/22(토),0
2023-07-23,뮤지컬 <그날들> 10주년 기념 공연,621
2023-07-23,뮤지컬 <그날들> 10주년 기념 공연,721
2023-07-23,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,180
2023-07-23,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,182
2023-07-25,뮤지컬 <그날들> 10주년 기념 공연,825
2023-07-25,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,159
2023-07-25,예술의전당 SAC TOUR_ 7/25(화),0
2023-07-26,뮤지컬 <그날들> 10주년 기념 공연,643
2023-07-26,뮤지컬 <그날들> 10주년 기념 공연,737
2023-07-26,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,170
2023-07-26,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,172
2023-07-27,뮤지컬 <그날들> 10주년 기념 공연,768
2023-07-27,국립현대무용단 [몸쓰다],305
2023-07-27,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,183
2023-07-27,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,198
2023-07-28,뮤지컬 <그날들> 10주년 기념 공연,656
2023-07-28,국립현대무용단 [몸쓰다],337
2023-07-28,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,179
2023-07-28,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,170
2023-07-29,뮤지컬 <그날들> 10주년 기념 공연,979
2023-07-29,뮤지컬 <그날들> 10주년 기념 공연,849
2023-07-29,국립현대무용단 [몸쓰다],409
2023-07-29,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,185
2023-07-29,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,195
2023-07-29,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,191
2023-07-29,예술의전당 SAC TOUR_ 7/29(토),0
2023-07-30,뮤지컬 <그날들> 10주년 기념 공연,845
2023-07-30,뮤지컬 <그날들> 10주년 기념 공연,642
2023-07-30,국립현대무용단 [몸쓰다],399
2023-07-30,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,189
2023-07-30,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,190
2023-08-01,뮤지컬 <그날들> 10주년 기념 공연,709
2023-08-01,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,188
2023-08-02,뮤지컬 <그날들> 10주년 기념 공연,696
2023-08-02,뮤지컬 <그날들> 10주년 기념 공연,398
2023-08-02,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,190
2023-08-02,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,195
2023-08-03,뮤지컬 <그날들> 10주년 기념 공연,1469
2023-08-03,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,157
2023-08-03,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,192
2023-08-04,뮤지컬 <그날들> 10주년 기념 공연,607
2023-08-04,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,164
2023-08-04,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,182
2023-08-04,예술의전당 SAC TOUR_ 8/4(금),0
2023-08-05,뮤지컬 <그날들> 10주년 기념 공연,799
2023-08-05,뮤지컬 <그날들> 10주년 기념 공연,994
2023-08-05,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,201
2023-08-05,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,188
2023-08-05,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,200
2023-08-06,뮤지컬 <그날들> 10주년 기념 공연,766
2023-08-06,뮤지컬 <그날들> 10주년 기념 공연,345
2023-08-06,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,180
2023-08-06,음악극 <달 샤베트> 2023 어린이 가족 페스티벌,190
2023-08-08,뮤지컬 <그날들> 10주년 기념 공연,636
2023-08-09,뮤지컬 <그날들> 10주년 기념 공연,500
2023-08-09,뮤지컬 <그날들> 10주년 기념 공연,543
2023-08-10,뮤지컬 <그날들> 10주년 기념 공연,667
2023-08-11,뮤지컬 <그날들> 10주년 기념 공연,877
2023-08-11,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,171
2023-08-11,예술의전당 SAC TOUR_ 8/11(금),0
2023-08-12,뮤지컬 <그날들> 10주년 기념 공연,974
2023-08-12,뮤지컬 <그날들> 10주년 기념 공연,997
2023-08-12,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,156
2023-08-12,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,161
2023-08-13,뮤지컬 <그날들> 10주년 기념 공연,768
2023-08-13,뮤지컬 <그날들> 10주년 기념 공연,833
2023-08-13,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,166
2023-08-13,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,170
2023-08-15,뮤지컬 <그날들> 10주년 기념 공연,857
2023-08-15,뮤지컬 <그날들> 10주년 기념 공연,891
2023-08-15,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,167
2023-08-15,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,171
2023-08-15,2023 예술의전당 토월오페라 <투란도트>,794
2023-08-16,뮤지컬 <그날들> 10주년 기념 공연,565
2023-08-16,2023 예술의전당 토월오페라 <투란도트>,745
2023-08-17,뮤지컬 <그날들> 10주년 기념 공연,709
2023-08-17,2023 예술의전당 토월오페라 <투란도트>,803
2023-08-18,뮤지컬 <그날들> 10주년 기념 공연,685
2023-08-18,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,144
2023-08-18,2023 예술의전당 토월오페라 <투란도트>,773
2023-08-19,뮤지컬 <그날들> 10주년 기념 공연,1078
2023-08-19,뮤지컬 <그날들> 10주년 기념 공연,802
2023-08-19,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,162
2023-08-19,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,152
2023-08-19,2023 예술의전당 토월오페라 <투란도트>,803
2023-08-20,뮤지컬 <그날들> 10주년 기념 공연,822
2023-08-20,뮤지컬 <그날들> 10주년 기념 공연,807
2023-08-20,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,176
2023-08-20,아트 서커스 <두 바퀴 자전거> 2023 어린이 가족 페스티벌,178
2023-08-20,2023 예술의전당 토월오페라 <투란도트>,784
2023-08-22,뮤지컬 <그날들> 10주년 기념 공연,574
2023-08-22,예술의전당 전관 개관 30주년 특별음악회 - 조진주&김규연 듀오 콘서트,367
2023-08-22,2023 예술의전당 여름음악축제 - 바로크 오보이스트 신용천,112
2023-08-22,2023 예술의전당 여름음악축제 - 안토니오 멘데스 & SAC 페스티벌 오케스트라,1395
2023-08-22,모차르트 듀오 전곡시리즈 I,61
2023-08-23,뮤지컬 <그날들> 10주년 기념 공연,441
2023-08-23,뮤지컬 <그날들> 10주년 기념 공연,389
2023-08-23,2023 예술의전당 여름음악축제 - 스페셜 스테이지 with 백건우,1218
2023-08-23,2023 예술의전당 여름음악축제 - 바쓰만 콰르텟,117
2023-08-23,2023 예술의전당 여름음악축제 - 프로젝트 띵,153
2023-08-23,장은경 비올라 독주회,76
2023-08-24,뮤지컬 <그날들> 10주년 기념 공연,683
2023-08-24,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",29
2023-08-24,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",66
2023-08-24,2023 예술의전당 여름음악축제 - 임채문 더블베이스 리사이틀,130
2023-08-24,2023 예술의전당 여름음악축제 - 알테무지크서울,310
2023-08-24,음반 발매 기념 백민정 초청 피아노 리사이틀,47
2023-08-25,뮤지컬 <그날들> 10주년 기념 공연,464
2023-08-25,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",101
2023-08-25,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",113
2023-08-25,2023 예술의전당 여름음악축제 - 스튜디오페이즈,94
2023-08-25,2023 예술의전당 여름음악축제 - 트리오 반더러,1098
2023-08-25,2023 예술의전당 여름음악축제 - 트리오 아미티에,136
2023-08-25,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,492
2023-08-25,예술의전당 SAC TOUR_ 8/25(금),0
2023-08-26,뮤지컬 <그날들> 10주년 기념 공연,613
2023-08-26,뮤지컬 <그날들> 10주년 기념 공연,681
2023-08-26,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",150
2023-08-26,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",169
2023-08-26,2023 예술의전당 여름음악축제 - 빅토리아 뮬로바 & 레이니스 자린스 듀오 콘서트,1177
2023-08-26,2023 예술의전당 여름음악축제 - 한희준 피아노 리사이틀,166
2023-08-26,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,480
2023-08-26,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,510
2023-08-26,2023 예술의전당 여름음악축제 - 트리오 가온,319
2023-08-26,김상헌 피아노 독주회 ,67
2023-08-27,뮤지컬 <그날들> 10주년 기념 공연,1036
2023-08-27,뮤지컬 <그날들> 10주년 기념 공연,886
2023-08-27,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",166
2023-08-27,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",167
2023-08-27,2023 예술의전당 여름음악축제 - 블래져앙상블,212
2023-08-27,2023 예술의전당 여름음악축제 - 앙상블 카두시우스,182
2023-08-27,2023 예술의전당 여름음악축제 -  안토니오 멘데스 & 백건우,2261
2023-08-27,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,505
2023-08-27,크라이슬러 & 크라이슬러,35
2023-08-29,뮤지컬 <그날들> 10주년 기념 공연,551
2023-08-29,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",141
2023-08-29,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",54
2023-08-29,신애라 피아노 독주회,53
2023-08-29,제12회 앙상블 유니송 정기연주회,218
2023-08-29,정인기 귀국 바로크 트럼펫 독주회,97
2023-08-29,장애인식개선을 위한 <하트 투 하트 콘서트>,1419
2023-08-30,뮤지컬 <그날들> 10주년 기념 공연,720
2023-08-30,"2023 국립합창단 여름합창축제Ⅰ<칼 오르프, `카르미나 부라나`>",1238
2023-08-30,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",133
2023-08-30,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",58
2023-08-30,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,497
2023-08-30,정선이 첼로 독주회,194
2023-08-30,김정림 피아노 독주회,85
2023-08-30,2023 예술의전당 문화드림콘서트,476
2023-08-31,뮤지컬 <그날들> 10주년 기념 공연,481
2023-08-31,"2023 국립합창단 여름합창축제Ⅱ<류재준, `Missa Solemnis`>",761
2023-08-31,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",59
2023-08-31,"연극 <어딘가, 반짝> 2023 어린이 가족 페스티벌",53
2023-08-31,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,400
2023-08-31,이은준 플루트 독주회,214
2023-08-31,강은신 피아노 독주회,58
2023-08-31,Liederabend Series I,155
2023-09-01,KBS교향악단 제793회 정기연주회,2041
2023-09-01,뮤지컬 <그날들> 10주년 기념 공연,764
2023-09-01,예술의전당 인춘아트홀 Special THE NEXT (퍼커셔니스트 공성연),78
2023-09-01,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,495
2023-09-01,정다슬 피아노 독주회,67
2023-09-01,최송하 바이올린 리사이틀,137
2023-09-02,뮤지컬 <그날들> 10주년 기념 공연,630
2023-09-02,뮤지컬 <그날들> 10주년 기념 공연,681
2023-09-02,예술의전당 인춘아트홀 Special THE NEXT (바이올리니스트 김재원),84
2023-09-02,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,597
2023-09-02,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,580
2023-09-02,소노리테 목관5중주 제14회 정기연주회,133
2023-09-02,곽지승 플루트 독주회,156
2023-09-02,KCO 트로이카콘서트 시리즈 32,467
2023-09-02,KT와 함께하는 예술의전당 마음을 담은 클래식(9.2),1108
2023-09-02,제26회 서울세계무용축제,73
2023-09-02,제6회 코리안모던앙상블(KME) 정기연주회,177
2023-09-03,뮤지컬 <그날들> 10주년 기념 공연,639
2023-09-03,뮤지컬 <그날들> 10주년 기념 공연,912
2023-09-03,국립발레단_트리플 빌 & 해설이 있는 전막 발레 해적,643
2023-09-03,제 16회 헨리크 비에니아프스키 국제 바이올린 콩쿠르 위너콘서트,269
2023-09-03,권혜진 플루트 독주회,150
2023-09-03,하성호와 서울팝스 35주년 특별음악회  제115회 정기연주회,2052
2023-09-03,주진서 피아노 독주회,78
2023-09-03,2023 온드림 아티스트 시리즈 III,164
2023-09-05,정 트리오 콘서트,1779
2023-09-05,랑데뷰 드 라 무지크 페스티벌 2023,63
2023-09-05,제26회 서울세계무용축제,131
2023-09-05,피아니스트 노예진 <Chopin 24 Etudes> 음반 발매 리사이틀,246
2023-09-05,2023 온드림 실내악 시리즈 I,263
2023-09-06,남유리나 첼로 독주회,82
2023-09-06,제26회 서울세계무용축제,87
2023-09-06,2023 온드림 실내악 시리즈 II,261
2023-09-06,2023 대한민국 실내악 작곡제전 III,89
2023-09-07,코펙스챔버오케스트라 제2회 정기연주회,374
2023-09-07,The Final - 콩쿠르 다시보기,399
2023-09-07,유성호 피아노 리사이틀,61
2023-09-07,표규선 바순 독주회,151
2023-09-08,앙상블오푸스 제22회 정기연주회 '류재준&최우정의 소나타스',214
2023-09-08,최새롬 플루트 독주회,43
2023-09-08,장재영 클라리넷 독주회,74
2023-09-08,IBK 음악회  with 조수미 & 서혜경 월드 클래식 ,1852
2023-09-09,랑데뷰 드 라 무지크 페스티벌 2023,280
2023-09-09,2023 예술의전당 회원음악회,1679
2023-09-09,2023 예술의전당 회원음악회,1656
2023-09-09,바이올리니스트 김응수 리사이틀,247
2023-09-09,안준영 귀국 첼로 독주회,120
2023-09-09,프로젝트 솔로이스츠 11회 정기연주회,327
2023-09-10,미하일 플레트네프 피아노 리사이틀,1895
2023-09-10,정은지 플루트 독주회,70
2023-09-10,포레무지카와 함께하는 인상주의를 아세요?,81
2023-09-10,한국플루트학회 제10회 정기연주회,123
2023-09-10,최윤아 피아노 독주회,138
2023-09-12,랑데뷰 드 라 무지크 페스티벌 2023,82
2023-09-12,신민철 귀국 피아노 독주회,139
2023-09-12,"국립합창단 제194회 정기연주회 <사랑, 평화 그리고 회복>",553
2023-09-12,드림위드 앙상블 제7회 정기연주회,392
2023-09-13,도이치방송오케스트라&손열음,2324
2023-09-13,랑데뷰 드 라 무지크 페스티벌 2023,58
2023-09-13,남희정 피아노 독주회,53
2023-09-13,도로테 오버링어 첫 내한공연,241
2023-09-14,황소원 피아노 독주회,69
2023-09-14,피아니스트 박영희의 동상이몽(同想異夢) VI,34
2023-09-14,한화생명과 함께하는 예술의전당 11시 콘서트(9월),1831
2023-09-14,TIMF앙상블 2023 SPICE Ⅲ 재창조,142
2023-09-15,2023 서울시향 만프레트 호네크의 차이콥스키 비창 ②,1806
2023-09-15,더존앙상블 제2회 정기연주회,245
2023-09-15,"이보경 바이올린 독주회 ""모차르트 바이올린 소나타 시리즈 I""",228
2023-09-15,신정아 피아노 독주회,93
2023-09-16,"첼리스트 심준호의 ""Schumann""",389
2023-09-16,신세계와 함께하는 2023 예술의전당 토요콘서트(9월),1762
2023-09-16,안종도의 클래식 내레이션 2023 : Series 3,145
2023-09-16,소프라노 남이슬 리사이틀,79
2023-09-16,아베크 트리오 리사이틀,130
2023-09-16,이혜경 피아노 독주회,190
2023-09-17,국립심포니오케스트라 - 라흐마니노프 교향곡 2번,2056
2023-09-17,아벨 콰르텟 음반발매기념 리사이틀,240
2023-09-17,김지은 바이올린 독주회,270
2023-09-17,"피아니스트 송영민과 함께하는 한별콩쿠르 입상자 콘서트 ""별의 시간""",67
2023-09-17,한옥미 작곡 발표회 - 23,53
2023-09-19,KBS교향악단 제794회 정기연주회,1241
2023-09-19,"첼리스트 주연선 독주회 ""동화""",306
2023-09-19,박정도 트롬본 독주회,91
2023-09-19,피아니스트 조희연 정재원 조인트 리사이틀,57
2023-09-20,콘체르토 마라톤 프로젝트 - 신창용의 프로코피예프 피아노 협주곡,678
2023-09-20,예술의전당 인춘아트홀 Special THE NEXT (피아니스트 최형록),72
2023-09-20,장문영 바이올린 독주회,68
2023-09-20,아시아 연합 고음악제 2023,185
2023-09-21,예술의전당 전관 개관 30주년 특별 음악회 - 이승원 & 서울시립교향악단,1408
2023-09-21,제5회 어텀실내악페스티벌 <완성> - I,124
2023-09-21,"코리아나 챔버 뮤직 소사이어티 25주년 기념 연주회 시리즈 Ⅰ ""클래식의 품격""",177
2023-09-22,제5회 어텀실내악페스티벌 <완성> - II,200
2023-09-22,KT와 함께하는 예술의전당 마음을 담은 클래식(9.22),1248
2023-09-22,조혜정 피아노 독주회,118
2023-09-23,장한나 & 미샤 마이스키 with 디토 오케스트라(23일),2083
2023-09-23,제5회 어텀실내악페스티벌 <완성> - III,210
2023-09-23,나윤아 바이올린 독주회,48
2023-09-23,임지연 피아노 독주회,42
2023-09-23,소소살롱,119
2023-09-23,성경주 바이올린 독주회,156
2023-09-23,예술의전당 SAC TOUR_ 9/23(토),0
2023-09-24,장한나 & 미샤 마이스키 with 디토 오케스트라(24일),2176
2023-09-24,이경민 바이올린 독주회,212
2023-09-24,제3회 앙상블 무지카펠리체 정기연주회,81
2023-09-24,피아니스트 이윤수의 슈만 전곡 시리즈 VIII,124
2023-09-24,알테 무지크 서울 23회 정기연주회,185
2023-09-26,서울모테트합창단 제124회 정기연주회,778
2023-09-26,최수지 클라리넷 독주회,69
2023-09-26,화음챔버오케스트라 레퍼토리 프로젝트,171
2023-09-26,백은교 바이올린 독주회,90
2023-09-27,원재연 피아노 리사이틀,313
2023-09-27,로타트리오 제2회 정기연주회,35
2023-09-27,한경arte필하모닉 더클래식2023 시리즈8,1503
2023-10-01,소프라노 이경민 독창회,155
2023-10-01,최훈차콰이어 제25회 정기연주회,1269
2023-10-01,트리오 레플레르 첫번째 리사이틀,35
2023-10-01,퍼커션 플러스 앙상블 창단연주회,347
2023-10-01,한성은 플루트 독주회,113
2023-10-03,안드라스 쉬프 피아노 리사이틀,1799
2023-10-03,예술의전당 전관 개관 30주년 특별음악회 - 김대진&박재홍 듀오 콘서트,540
2023-10-03,정승연 첼로 독주회,116
2023-10-03,김연경 피아노 독주회,89
2023-10-04,에드 무지카 11회 정기연주회,194
2023-10-04,이경미 첼로 독주회,78
2023-10-04,김운성 트롬본 독주회,76
2023-10-05,장민 기타 독주회,73
2023-10-05,윤철희 피아노 독주회,237
2023-10-05,라세원 비올라 독주회,70
2023-10-05,바리톤김동규 와 더 소프라노즈  <시월의 어느 멋진 날에>,1582
2023-10-06,유니버설발레단 <돈키호테>,1606
2023-10-06,이은결  [더 일루션 - 마스터피스],496
2023-10-06,나윤주 첼로 독주회,131
2023-10-06,피아노 소협주곡 콘서트,70
2023-10-06,유시연의 테마콘서트 XVII - 20주년 기념음악회,249
2023-10-07,런던 필하모닉,2186
2023-10-07,2023 서울국제음악제 개막음악회 The Best of Brahms : 실내악 1,415
2023-10-07,유니버설발레단 <돈키호테>,1483
2023-10-07,유니버설발레단 <돈키호테>,1303
2023-10-07,이은결  [더 일루션 - 마스터피스],607
2023-10-07,이은결  [더 일루션 - 마스터피스],545
2023-10-07,이은호 바순 독주회,90
2023-10-07,The Piri 오보에 앙상블 제17회 정기연주회,86
2023-10-07,트로이 앙상블 창단 연주회,202
2023-10-07,홍지영의 첼로 이야기,30
2023-10-08,2023 서울국제음악제  The Best of Brahms : 실내악 2,401
2023-10-08,유니버설발레단 <돈키호테>,1454
2023-10-08,유니버설발레단 <돈키호테>,1498
2023-10-08,이은결  [더 일루션 - 마스터피스],668
2023-10-08,이은결  [더 일루션 - 마스터피스],689
2023-10-08,이진화 피아노 독주회,42
2023-10-08,바닷마을 다이어리,170
2023-10-08,이경원 바이올린&비올라 독주회,41
2023-10-08,이소민 귀국 클라리넷 독주회,153
2023-10-10,2023 서울국제음악제 : 핀란드에서 온 편지,275
2023-10-10,이은결  [더 일루션 - 마스터피스],216
2023-10-10,바닷마을 다이어리,135
2023-10-10,제15회 세일 한국가곡의 밤,1210
2023-10-10,이진현 피아노 독주회,114
2023-10-10,최서희 귀국 바이올린 독주회,74
2023-10-11,2023 서울국제음악제 : SIMF오케스트라 with 파올로 보르톨라메올리 ‘Brahms’,990
2023-10-11,예술의전당 인춘아트홀 Special THE NEXT (피아니스트 김준형),48
2023-10-11,이은결  [더 일루션 - 마스터피스],98
2023-10-11,이은결  [더 일루션 - 마스터피스],238
2023-10-11,바닷마을 다이어리,155
2023-10-11,바닷마을 다이어리,146
2023-10-11,2023 대한민국 실내악 작곡제전 IV,67
2023-10-11,2023 앙상블 에클라 정기 연주회,159
2023-10-12,2023 서울국제음악제  The Best of Brahms : 피아노 works,260
2023-10-12,이은결  [더 일루션 - 마스터피스],338
2023-10-12,한화생명과 함께하는 예술의전당 11시 콘서트(10월),1272
2023-10-12,임태훈 호른 독주회,67
2023-10-12,미래악회 제48회 작품발표회,98
2023-10-13,취리히 톤할레 오케스트라,1550
2023-10-13,이은결  [더 일루션 - 마스터피스],311
2023-10-13,모나코-몬테카를로 발레단 <로미오와 줄리엣>,1229
2023-10-13,바닷마을 다이어리,152
2023-10-13,첼리스트 김두민 앨범 발매 기념 리사이틀,192
2023-10-13,김문정 피아노 독주회 - 프리토크 시리즈 X,141
2023-10-13,박아름 바이올린 독주회,86
